q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,symptomat recovery_rate,asymptomatic_recovery_rate,hosp_subcrit_length,hosp_crit_length,LogLikelihood,R0,i_chain,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
0.029377,0.000198,0.227355,0.077243,0.593172,0.000337,0.832258,0.692213,4.446243,11.318588,0.510637,12.677494,-529.933406,1.738346,3.000000,
